Year,State,District,Style,Product Category,Sale Order Qty,Delivered Qty
FY 24-25,TELANGANA,TELANGANA,IN08,FG-SLIP,1,1
FY 24-25,TELANGANA,TELANGANA,IN11,FG-SLIP,394,231
FY 24-25,TELANGANA,TELANGANA,IN15,FG-SLIP,28089,23087
FY 24-25,TELANGANA,TELANGANA,IN21,FG-BRA,1743,1555
FY 24-25,TELANGANA,TELANGANA,IN22,FG-SLIP,90,25
FY 24-25,TELANGANA,TELANGANA,IN29,FG-BRA,3140,2899
FY 24-25,TELANGANA,TELANGANA,KRKR,FG-BRA,113,83
FY 24-25,TELANGANA,TELANGANA,LL06,FG-BRA,31,3
FY 24-25,TELANGANA,TELANGANA,NGSL,FG-SLIP,4392,2617
FY 24-25,TELANGANA,TELANGANA,NORA,FG-BRA,256,256
FY 24-25,TELANGANA,TELANGANA,NOVA,FG-BRA,243,199
FY 24-25,TELANGANA,TELANGANA,NRPB,FG-BRA,544,386
FY 24-25,TELANGANA,TELANGANA,NTHK,FG-BRA,44,34
FY 24-25,TELANGANA,TELANGANA,OECDPL,FG-PANTIES,3865,919
FY 24-25,TELANGANA,TELANGANA,OECDPR,FG-PANTIES,3625,1628
FY 24-25,TELANGANA,TELANGANA,OEHDPR,FG-PANTIES,1,1
FY 24-25,TELANGANA,TELANGANA,OELYPC,FG-PANTIES,28,0
FY 24-25,TELANGANA,TELANGANA,OELYRE,FG-PANTIES,8,7
FY 24-25,TELANGANA,TELANGANA,PRTI,FG-BRA,380,373
FY 24-25,TELANGANA,TELANGANA,PRTR,FG-BRA,61,59
FY 24-25,TELANGANA,TELANGANA,SW02,FG-PETTICOAT,11,11
FY 24-25,TELANGANA,TELANGANA,TB01,FG-BRA,61,47
FY 24-25,TELANGANA,TELANGANA,TRND,FG-BRA,1,1
FY 24-25,TELANGANA,TELANGANA,UC09,FG-BRA,2991,2182
FY 24-25,TELANGANA,TELANGANA,UC11,FG-BRA,24,21
FY 24-25,TELANGANA,TELANGANA,UF01,FG-BRA,806,93
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,BB01,FG-BRA,132,132
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,CA01,FG-BRA,303,291
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,CRSS,FG-BRA,162,159
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,ES02,FG-BRA,213,207
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,ES06,FG-BRA,138,138
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,ES21,FG-BRA,138,138
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,FLFG,FG-BRA,96,96
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,FRTH,FG-BRA,78,78
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,IECDPR,FG-PANTIES,32,32
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,IN01,FG-SLIP,108,108
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,LOVE,FG-BRA,126,126
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NTHK,FG-BRA,90,90
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NTRL,FG-BRA,126,126
FY 25-26,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,TRND,FG-BRA,114,114
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,3NSL,FG-SLIP,1784,1138
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,BB01,FG-BRA,13739,13434
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,BL01,FG-BRA,95,50
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,BS01,FG-SHORTS,18,18
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA01,FG-BRA,14663,14183
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA05,FG-BRA,3688,3688
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA09,FG-BRA,17,13
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA11,FG-BRA,22,18
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA12,FG-BRA,4713,4552
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CA15,FG-BRA,543,536
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CL04,FG-SLIP,180,140
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CLSI,FG-BRA,90,72
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CMFT,FG-BRA,72,72
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CNDI,FG-BRA,2106,2099
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,CYLS,FG-SHORTS,212,134
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,DEFC,FG-BRA,121,119
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,DEFM,FG-BRA,4555,3200
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,DEFT,FG-BRA,6197,4603
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,DL01,FG-SHORTS,101,99
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,EC05,FG-BRA,668,649
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,EC06,FG-BRA,3805,3690
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,EC07,FG-BRA,2482,2230
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,ERCA,FG-BRA,952,895
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,ES02,FG-BRA,4928,4248
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,ES06,FG-BRA,10276,10276
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,ES18,FG-BRA,198,115
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,ES21,FG-BRA,8109,8004
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,F909,FG-BRA,687,672
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IECDPL,FG-PANTIES,696,556
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IECDPR,FG-PANTIES,5591,4907
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IELYPS,FG-PANTIES,225,225
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN01,FG-BRA,120,120
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN01,FG-SLIP,240,197
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN05,FG-BRA,72,72
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN07,FG-SLIP,149,123
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN09,FG-SLIP,373,325
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN10,FG-SLIP,15,13
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN11,FG-SLIP,554,169
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN14,FG-SLIP,477,417
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN15,FG-SLIP,10489,8557
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN21,FG-BRA,1513,1491
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,IN29,FG-BRA,4570,4552
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,KRKR,FG-BRA,147,144
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,LL05,FG-BRA,6,6
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,LVHK,FG-BRA,45,45
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,M002,FG-SLIP,180,121
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,NGSL,FG-SLIP,1062,915
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,NHPB,FG-BRA,202,147
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,NRPB,FG-BRA,701,578
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,NTHK,FG-BRA,6,6
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,NTRL,FG-BRA,90,90
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,OECDPL,FG-PANTIES,521,373
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,OECDPR,FG-PANTIES,1634,1268
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,PRTI,FG-BRA,135,135
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,SW02,FG-PETTICOAT,93,77
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,TEEN,FG-BRA,28,28
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,UC02,FG-BRA,30,30
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,UC05,FG-BRA,69,36
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,UC09,FG-BRA,1685,1552
FY 25-26,ANDHRA PRADESH,ANDHRA PRADESH,UF01,FG-BRA,52,52
FY 25-26,ASSAM,ASSAM,3NSL,FG-SLIP,842,609
FY 25-26,ASSAM,ASSAM,BB01,FG-BRA,42,42
FY 25-26,ASSAM,ASSAM,BL01,FG-BRA,1169,616
FY 25-26,ASSAM,ASSAM,CA01,FG-BRA,23,23
FY 25-26,ASSAM,ASSAM,CA05,FG-BRA,17,17
FY 25-26,ASSAM,ASSAM,CA09,FG-BRA,72,50
FY 25-26,ASSAM,ASSAM,CA12,FG-BRA,405,405
FY 25-26,ASSAM,ASSAM,CB02,FG-BRA,16,16
FY 25-26,ASSAM,ASSAM,CB03,FG-BRA,41,16
FY 25-26,ASSAM,ASSAM,CL01,FG-SLIP,24,24
FY 25-26,ASSAM,ASSAM,CMFT,FG-BRA,24,24
FY 25-26,ASSAM,ASSAM,CYLS,FG-SHORTS,120,120
FY 25-26,ASSAM,ASSAM,DEFC,FG-BRA,30,30
FY 25-26,ASSAM,ASSAM,DEFM,FG-BRA,48,48
FY 25-26,ASSAM,ASSAM,DEFT,FG-BRA,153,137
FY 25-26,ASSAM,ASSAM,DL01,FG-SHORTS,95,95
FY 25-26,ASSAM,ASSAM,EC05,FG-BRA,50,50
FY 25-26,ASSAM,ASSAM,EC06,FG-BRA,103,102
FY 25-26,ASSAM,ASSAM,EC07,FG-BRA,22,22
FY 25-26,ASSAM,ASSAM,ER16,FG-BRA,1003,721
FY 25-26,ASSAM,ASSAM,ES02,FG-BRA,442,424
FY 25-26,ASSAM,ASSAM,ES06,FG-BRA,111,111
FY 25-26,ASSAM,ASSAM,ES11,FG-BRA,142,132
FY 25-26,ASSAM,ASSAM,ES21,FG-BRA,316,309
FY 25-26,ASSAM,ASSAM,F909,FG-BRA,12,12
FY 25-26,ASSAM,ASSAM,FRTH,FG-BRA,15,15
FY 25-26,ASSAM,ASSAM,IECDPL,FG-PANTIES,55,50
FY 25-26,ASSAM,ASSAM,IECDPR,FG-PANTIES,46,37
FY 25-26,ASSAM,ASSAM,IN01,FG-SLIP,126,83
FY 25-26,ASSAM,ASSAM,IN07,FG-SLIP,15,15
FY 25-26,ASSAM,ASSAM,IN08,FG-SLIP,321,280
FY 25-26,ASSAM,ASSAM,IN15,FG-SLIP,539,410
FY 25-26,ASSAM,ASSAM,IN21,FG-BRA,30,30
FY 25-26,ASSAM,ASSAM,IN22,FG-SLIP,1049,589
FY 25-26,ASSAM,ASSAM,IN29,FG-BRA,77,77
FY 25-26,ASSAM,ASSAM,KRKR,FG-BRA,70,70
FY 25-26,ASSAM,ASSAM,NGSL,FG-SLIP,335,250
FY 25-26,ASSAM,ASSAM,NORA,FG-BRA,82,82
FY 25-26,ASSAM,ASSAM,OECDPL,FG-PANTIES,20,15
FY 25-26,ASSAM,ASSAM,OECDPR,FG-PANTIES,86,70
FY 25-26,ASSAM,ASSAM,SW03,FG-PETTICOAT,20,15
FY 25-26,ASSAM,ASSAM,TB01,FG-BRA,72,57
FY 25-26,ASSAM,ASSAM,TEEN,FG-BRA,6,6
FY 25-26,ASSAM,ASSAM,UC05,FG-BRA,249,139
FY 25-26,ASSAM,ASSAM,UC09,FG-BRA,120,110
FY 25-26,ASSAM,ASSAM,UF01,FG-BRA,53,49
FY 25-26,KARNATAKA,KARNATAKA,3NSL,FG-SLIP,2979,1932
FY 25-26,KARNATAKA,KARNATAKA,BB01,FG-BRA,3300,3243
FY 25-26,KARNATAKA,KARNATAKA,BL01,FG-BRA,45,36
FY 25-26,KARNATAKA,KARNATAKA,BUTI,FG-BRA,123,123
FY 25-26,KARNATAKA,KARNATAKA,CA01,FG-BRA,2635,2540
FY 25-26,KARNATAKA,KARNATAKA,CA05,FG-BRA,539,535
FY 25-26,KARNATAKA,KARNATAKA,CA09,FG-BRA,16,14
FY 25-26,KARNATAKA,KARNATAKA,CA12,FG-BRA,1152,1146
FY 25-26,KARNATAKA,KARNATAKA,CA15,FG-BRA,265,265
FY 25-26,KARNATAKA,KARNATAKA,CB03,FG-BRA,8,3
FY 25-26,KARNATAKA,KARNATAKA,CMFT,FG-BRA,213,211
FY 25-26,KARNATAKA,KARNATAKA,CNDI,FG-BRA,2595,2528
FY 25-26,KARNATAKA,KARNATAKA,CRSS,FG-BRA,6,6
FY 25-26,KARNATAKA,KARNATAKA,CYLS,FG-SHORTS,225,212
FY 25-26,KARNATAKA,KARNATAKA,DEFC,FG-BRA,2600,2423
FY 25-26,KARNATAKA,KARNATAKA,DEFF,FG-BRA,20,20
FY 25-26,KARNATAKA,KARNATAKA,DEFM,FG-BRA,2060,1515
FY 25-26,KARNATAKA,KARNATAKA,DEFS,FG-BRA,6,6
FY 25-26,KARNATAKA,KARNATAKA,DEFT,FG-BRA,1697,1271
FY 25-26,KARNATAKA,KARNATAKA,DL01,FG-SHORTS,474,462
FY 25-26,KARNATAKA,KARNATAKA,EC05,FG-BRA,746,711
FY 25-26,KARNATAKA,KARNATAKA,EC06,FG-BRA,79,79
FY 25-26,KARNATAKA,KARNATAKA,EC07,FG-BRA,2021,1786
FY 25-26,KARNATAKA,KARNATAKA,EFRT,FG-BRA,6,6
FY 25-26,KARNATAKA,KARNATAKA,ER16,FG-BRA,163,129
FY 25-26,KARNATAKA,KARNATAKA,ERCA,FG-BRA,75,75
FY 25-26,KARNATAKA,KARNATAKA,ES02,FG-BRA,1579,1416
FY 25-26,KARNATAKA,KARNATAKA,ES06,FG-BRA,3924,3924
FY 25-26,KARNATAKA,KARNATAKA,ES11,FG-BRA,48,33
FY 25-26,KARNATAKA,KARNATAKA,ES18,FG-BRA,8,0
FY 25-26,KARNATAKA,KARNATAKA,ES21,FG-BRA,1496,1483
FY 25-26,KARNATAKA,KARNATAKA,F909,FG-BRA,1415,1355
FY 25-26,KARNATAKA,KARNATAKA,FB10,FG-BRA,111,110
FY 25-26,KARNATAKA,KARNATAKA,FELZ,FG-BRA,129,126
FY 25-26,KARNATAKA,KARNATAKA,FRFL,FG-BRA,30,26
FY 25-26,KARNATAKA,KARNATAKA,FRTH,FG-BRA,45,45
FY 25-26,KARNATAKA,KARNATAKA,GLRI,FG-BRA,54,54
FY 25-26,KARNATAKA,KARNATAKA,IECDPL,FG-PANTIES,1004,960
FY 25-26,KARNATAKA,KARNATAKA,IECDPR,FG-PANTIES,1996,1698
FY 25-26,KARNATAKA,KARNATAKA,IELYPS,FG-PANTIES,40,40
FY 25-26,KARNATAKA,KARNATAKA,IN01,FG-BRA,112,112
FY 25-26,KARNATAKA,KARNATAKA,IN07,FG-SLIP,355,322
FY 25-26,KARNATAKA,KARNATAKA,IN08,FG-SLIP,300,236
FY 25-26,KARNATAKA,KARNATAKA,IN09,FG-SLIP,64,52
FY 25-26,KARNATAKA,KARNATAKA,IN11,FG-SLIP,101,54
FY 25-26,KARNATAKA,KARNATAKA,IN15,FG-SLIP,7565,5997
FY 25-26,KARNATAKA,KARNATAKA,IN16,FG-SLIP,162,152
FY 25-26,KARNATAKA,KARNATAKA,IN21,FG-BRA,38,38
FY 25-26,KARNATAKA,KARNATAKA,IN22,FG-SLIP,74,58
FY 25-26,KARNATAKA,KARNATAKA,IN29,FG-BRA,862,862
FY 25-26,KARNATAKA,KARNATAKA,KRKR,FG-BRA,182,182
FY 25-26,KARNATAKA,KARNATAKA,LL05,FG-BRA,9,5
FY 25-26,KARNATAKA,KARNATAKA,NGSL,FG-SLIP,3396,2404
FY 25-26,KARNATAKA,KARNATAKA,NHPB,FG-BRA,1204,782
FY 25-26,KARNATAKA,KARNATAKA,NRPB,FG-BRA,73,73
FY 25-26,KARNATAKA,KARNATAKA,NTHK,FG-BRA,63,63
FY 25-26,KARNATAKA,KARNATAKA,OECDPL,FG-PANTIES,757,669
FY 25-26,KARNATAKA,KARNATAKA,OECDPR,FG-PANTIES,1312,952
FY 25-26,KARNATAKA,KARNATAKA,SW02,FG-PETTICOAT,312,223
FY 25-26,KARNATAKA,KARNATAKA,SW03,FG-PETTICOAT,81,71
FY 25-26,KARNATAKA,KARNATAKA,UC02,FG-BRA,1,1
FY 25-26,KARNATAKA,KARNATAKA,UC05,FG-BRA,70,46
FY 25-26,KARNATAKA,KARNATAKA,UC07,FG-BRA,41,40
FY 25-26,KARNATAKA,KARNATAKA,UC09,FG-BRA,568,520
FY 25-26,KARNATAKA,KARNATAKA,UC11,FG-BRA,72,63
FY 25-26,KERALA,KERALA,3NSL,FG-SLIP,873,629
FY 25-26,KERALA,KERALA,BB01,FG-BRA,1182,1166
FY 25-26,KERALA,KERALA,BL01,FG-BRA,369,185
FY 25-26,KERALA,KERALA,BS01,FG-SHORTS,30,26
FY 25-26,KERALA,KERALA,BUTI,FG-BRA,381,376
FY 25-26,KERALA,KERALA,CA01,FG-BRA,1884,1826
FY 25-26,KERALA,KERALA,CA09,FG-BRA,94,70
FY 25-26,KERALA,KERALA,CA12,FG-BRA,501,477
FY 25-26,KERALA,KERALA,CA15,FG-BRA,562,562
FY 25-26,KERALA,KERALA,CA80,FG-BRA,2,2
FY 25-26,KERALA,KERALA,CHRM,FG-BRA,114,114
FY 25-26,KERALA,KERALA,CLSI,FG-BRA,66,65
FY 25-26,KERALA,KERALA,CMFT,FG-BRA,24,24
FY 25-26,KERALA,KERALA,CNDI,FG-BRA,917,908
FY 25-26,KERALA,KERALA,CRSS,FG-BRA,471,462
FY 25-26,KERALA,KERALA,CYLS,FG-SHORTS,164,75
FY 25-26,KERALA,KERALA,DEFC,FG-BRA,384,346
FY 25-26,KERALA,KERALA,DEFF,FG-BRA,3,3
FY 25-26,KERALA,KERALA,DEFM,FG-BRA,1415,1070
FY 25-26,KERALA,KERALA,DEFT,FG-BRA,580,433
FY 25-26,KERALA,KERALA,DL01,FG-SHORTS,45,45
FY 25-26,KERALA,KERALA,EC02,FG-BRA,30,0
FY 25-26,KERALA,KERALA,EC05,FG-BRA,30,30
FY 25-26,KERALA,KERALA,EC06,FG-BRA,230,228
FY 25-26,KERALA,KERALA,EC07,FG-BRA,165,163
FY 25-26,KERALA,KERALA,EC09,FG-BRA,12,2
FY 25-26,KERALA,KERALA,EEVI,FG-BRA,132,132
FY 25-26,KERALA,KERALA,EFRT,FG-BRA,18,18
FY 25-26,KERALA,KERALA,ERCA,FG-BRA,186,186
FY 25-26,KERALA,KERALA,ES02,FG-BRA,1813,1609
FY 25-26,KERALA,KERALA,ES06,FG-BRA,2245,2239
FY 25-26,KERALA,KERALA,ES18,FG-BRA,15,15
FY 25-26,KERALA,KERALA,ES21,FG-BRA,1772,1764
FY 25-26,KERALA,KERALA,ES2W,FG-BRA,162,162
FY 25-26,KERALA,KERALA,F909,FG-BRA,966,954
FY 25-26,KERALA,KERALA,FB07,FG-BRA,19,19
FY 25-26,KERALA,KERALA,FELZ,FG-BRA,6,6
FY 25-26,KERALA,KERALA,FLFG,FG-BRA,653,653
FY 25-26,KERALA,KERALA,FRFL,FG-BRA,194,155
FY 25-26,KERALA,KERALA,FRTH,FG-BRA,90,90
FY 25-26,KERALA,KERALA,IECDPL,FG-PANTIES,389,320
FY 25-26,KERALA,KERALA,IECDPR,FG-PANTIES,427,325
FY 25-26,KERALA,KERALA,IELYPC,FG-PANTIES,8,4
FY 25-26,KERALA,KERALA,IELYRC,FG-PANTIES,20,0
FY 25-26,KERALA,KERALA,IN07,FG-SLIP,1284,918
FY 25-26,KERALA,KERALA,IN08,FG-SLIP,914,585
FY 25-26,KERALA,KERALA,IN15,FG-SLIP,2168,1962
FY 25-26,KERALA,KERALA,IN21,FG-BRA,12,12
FY 25-26,KERALA,KERALA,IN22,FG-SLIP,228,116
FY 25-26,KERALA,KERALA,IN29,FG-BRA,81,81
FY 25-26,KERALA,KERALA,M001,FG-SLIP,10,7
FY 25-26,KERALA,KERALA,NGSL,FG-SLIP,42,30
FY 25-26,KERALA,KERALA,NHPB,FG-BRA,18,18
FY 25-26,KERALA,KERALA,NORA,FG-BRA,84,84
FY 25-26,KERALA,KERALA,NOVA,FG-BRA,33,32
FY 25-26,KERALA,KERALA,NRPB,FG-BRA,1115,923
FY 25-26,KERALA,KERALA,NTHK,FG-BRA,132,132
FY 25-26,KERALA,KERALA,NTRL,FG-BRA,144,144
FY 25-26,KERALA,KERALA,OECDPL,FG-PANTIES,140,128
FY 25-26,KERALA,KERALA,OECDPR,FG-PANTIES,158,66
FY 25-26,KERALA,KERALA,PRTI,FG-BRA,164,164
FY 25-26,KERALA,KERALA,TEEN,FG-BRA,12,12
FY 25-26,KERALA,KERALA,UC02,FG-BRA,93,93
FY 25-26,KERALA,KERALA,UC09,FG-BRA,1280,1234
FY 25-26,KERALA,KERALA,UC11,FG-BRA,39,39
FY 25-26,KERALA,KERALA,UF01,FG-BRA,99,99
FY 25-26,MAHARASHTRA,MAHARASHTRA,3NSL,FG-SLIP,955,741
FY 25-26,MAHARASHTRA,MAHARASHTRA,BB01,FG-BRA,3009,2965
FY 25-26,MAHARASHTRA,MAHARASHTRA,BL01,FG-BRA,1357,807
FY 25-26,MAHARASHTRA,MAHARASHTRA,BS01,FG-SHORTS,64,54
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA01,FG-BRA,617,602
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA05,FG-BRA,278,278
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA09,FG-BRA,83,47
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA11,FG-BRA,65,48
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA12,FG-BRA,2609,2473
FY 25-26,MAHARASHTRA,MAHARASHTRA,CA15,FG-BRA,491,486
FY 25-26,MAHARASHTRA,MAHARASHTRA,CL01,FG-SLIP,12,12
FY 25-26,MAHARASHTRA,MAHARASHTRA,CMFT,FG-BRA,15,15
FY 25-26,MAHARASHTRA,MAHARASHTRA,CYLS,FG-SHORTS,989,557
FY 25-26,MAHARASHTRA,MAHARASHTRA,DEFC,FG-BRA,177,177
FY 25-26,MAHARASHTRA,MAHARASHTRA,DEFF,FG-BRA,44,44
FY 25-26,MAHARASHTRA,MAHARASHTRA,DEFM,FG-BRA,154,132
FY 25-26,MAHARASHTRA,MAHARASHTRA,DEFT,FG-BRA,3513,2597
FY 25-26,MAHARASHTRA,MAHARASHTRA,DL01,FG-SHORTS,121,114
FY 25-26,MAHARASHTRA,MAHARASHTRA,EC05,FG-BRA,755,753
FY 25-26,MAHARASHTRA,MAHARASHTRA,EC06,FG-BRA,36,36
FY 25-26,MAHARASHTRA,MAHARASHTRA,EC07,FG-BRA,1617,1499
FY 25-26,MAHARASHTRA,MAHARASHTRA,EC09,FG-BRA,422,180
FY 25-26,MAHARASHTRA,MAHARASHTRA,EEVI,FG-BRA,203,110
FY 25-26,MAHARASHTRA,MAHARASHTRA,ER16,FG-BRA,490,459
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES02,FG-BRA,2186,1654
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES06,FG-BRA,367,367
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES11,FG-BRA,32,27
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES18,FG-BRA,84,84
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES21,FG-BRA,2518,2491
FY 25-26,MAHARASHTRA,MAHARASHTRA,ES2W,FG-BRA,192,188
FY 25-26,MAHARASHTRA,MAHARASHTRA,F909,FG-BRA,358,351
FY 25-26,MAHARASHTRA,MAHARASHTRA,FB07,FG-BRA,40,40
FY 25-26,MAHARASHTRA,MAHARASHTRA,FB10,FG-BRA,448,384
FY 25-26,MAHARASHTRA,MAHARASHTRA,FELZ,FG-BRA,30,30
FY 25-26,MAHARASHTRA,MAHARASHTRA,FLFG,FG-BRA,59,59
FY 25-26,MAHARASHTRA,MAHARASHTRA,FRTH,FG-BRA,10,10
FY 25-26,MAHARASHTRA,MAHARASHTRA,IECDPL,FG-PANTIES,288,269
FY 25-26,MAHARASHTRA,MAHARASHTRA,IECDPR,FG-PANTIES,664,644
FY 25-26,MAHARASHTRA,MAHARASHTRA,IELYPS,FG-PANTIES,968,721
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN01,FG-SLIP,99,93
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN02,FG-SLIP,75,57
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN05,FG-SLIP,36,3
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN07,FG-SLIP,839,561
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN08,FG-SLIP,138,75
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN09,FG-SLIP,176,114
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN11,FG-SLIP,360,117
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN15,FG-SLIP,2102,1886
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN21,FG-BRA,184,180
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN22,FG-SLIP,188,112
FY 25-26,MAHARASHTRA,MAHARASHTRA,IN29,FG-BRA,25,25
FY 25-26,MAHARASHTRA,MAHARASHTRA,LL05,FG-BRA,118,70
FY 25-26,MAHARASHTRA,MAHARASHTRA,LVHK,FG-BRA,9,9
FY 25-26,MAHARASHTRA,MAHARASHTRA,M001,FG-SLIP,192,100
FY 25-26,MAHARASHTRA,MAHARASHTRA,M002,FG-SLIP,188,161
FY 25-26,MAHARASHTRA,MAHARASHTRA,NGSL,FG-SLIP,617,469
FY 25-26,MAHARASHTRA,MAHARASHTRA,NORA,FG-BRA,140,139
FY 25-26,MAHARASHTRA,MAHARASHTRA,NRPB,FG-BRA,42,34
FY 25-26,MAHARASHTRA,MAHARASHTRA,OECDPL,FG-PANTIES,268,218
FY 25-26,MAHARASHTRA,MAHARASHTRA,OECDPR,FG-PANTIES,612,552
FY 25-26,MAHARASHTRA,MAHARASHTRA,SW02,FG-PETTICOAT,62,51
FY 25-26,MAHARASHTRA,MAHARASHTRA,SW03,FG-PETTICOAT,49,22
FY 25-26,MAHARASHTRA,MAHARASHTRA,TB01,FG-BRA,5,1
FY 25-26,MAHARASHTRA,MAHARASHTRA,UC02,FG-BRA,181,165
FY 25-26,MAHARASHTRA,MAHARASHTRA,UC05,FG-BRA,351,209
FY 25-26,MAHARASHTRA,MAHARASHTRA,UC07,FG-BRA,61,61
